Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price,embedding
0,1860,1860,Path of Exile 2,2694490,,1,10.6,2026-02-26 23:50:27,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0,"-0.040383,-0.2132,0.055937,-0.070654,0.4657,0.14988,0.35069,0.38861,1.0382,0.31142,0.43467,1.0776,0.20412,0.11486,-0.15259,-1.2375,0.63977,-0.40243,-0.32668,-0.16361,0.4715,0.097336,-0.3228,0.82284,-0.05374,0.72566,0.077025,0.19049,-1.011,0.063992,-0.42976,0.492,0.3961,-0.22394,-0.32937,-0.68569,-0.038767,1.2796,-0.51853,-0.14503,-0.46248,-0.021891,-0.57194,0.066688,0.36953,0.7507,-0.94705,-0.29925,0.41504,-0.50964,-0.61258,0.20794,0.51331,0.20323,-0.25576,-0.016653,0.36026,0.29747,-0.25774,-0.0073715,-0.6191,-0.16447,-0.28221,0.16458,-0.13794,-0.36302,0.32537,1.4793,0.16161,0.018392,-0.29274,0.56243,0.3591,-0.26062,0.24564,-0.39409,-0.61024,-0.23352,-0.40417,-0.46959,0.45789,-0.074916,0.12149,-0.79923,0.27619,0.19909,-1.3364,0.47668,0.9909,-0.057745,0.91582,0.46617,0.10032,0.25265,-0.36012,-0.42818,-0.3804,-1.3927,-0.015867,0.11311"
1,353,353,Palworld,1623730,incredibly fun great repeatability think spell word,79,92.01666666666668,2026-02-28 14:33:41,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,"-0.25748292,0.23336928,0.39412832,-0.17684229,-0.46933,0.12871,-0.19112428,-0.0999817,-0.20764971,-0.148254,-0.017882714,-0.058952857,0.093448,-0.16301285,0.011810854,-0.111186855,-0.057033625,0.21546343,-0.17020999,0.6243843,0.09064614,0.28189898,-0.2126657,-0.5395957,0.11465042,0.27469027,-0.3888743,0.0023541462,-0.14857829,-0.27164716,-0.32611147,0.3284096,-0.016099142,-0.3183536,0.11371427,0.029469358,-0.29139856,0.12661986,0.09597685,-0.3207757,-0.085949995,0.17265953,0.12468086,-0.41679427,-0.27028286,-0.11806474,0.51804787,-0.09763287,0.074175715,-0.66914856,0.13994828,-0.00797855,0.2959157,0.5327257,-0.054190423,-1.6675256,0.099395715,0.26518857,0.5806786,0.01628286,-0.102331296,0.6789428,-0.6301614,-0.18652429,0.5116443,0.08597658,0.44005656,-0.09910586,-0.013035721,-0.31495857,0.09168141,0.03983571,0.248924,-0.022079399,0.17975524,0.23608072,-0.13381301,-0.07622129,-0.13089529,-0.08394857,0.14125858,-0.11410185,-0.36459428,-0.106376424,-1.2426243,0.02179614,-0.13654587,-0.23919985,-0.17287715,-0.33392853,-0.14802657,0.10804142,-0.007110864,0.037179284,-0.1306323,-0.206946,-0.34214643,-0.25901714,-0.022690287,0.49842432"
2,1333,1333,Monster Hunter Wilds,2246340,monster hunter till wild,32,113.88333333333334,2026-03-01 10:51:44,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0,"-0.122551,-0.00411075,0.49117696,-0.39406,-0.09597425,0.111831,0.35026127,0.09043527,-0.36967748,-0.69123,-0.20342657,0.23512676,0.14564274,-0.0210675,0.33949727,0.36930752,0.40927497,0.44326404,-0.39274275,0.5387375,0.33441496,0.0999165,0.22467676,-0.20369138,0.4017285,0.729945,-0.36632997,-0.1549955,-0.09520999,0.13273911,-0.3258425,0.05545082,0.13260025,-0.18916,0.1390325,-0.10044325,-0.5164125,-0.055648,0.399615,-0.35316375,-0.19699249,-0.03921449,-0.26432624,0.14149292,0.4089775,-0.1686275,-0.13195251,-0.2580385,0.14438026,-0.28314,-0.21182576,-0.2826405,0.2675035,0.50431,-0.076565996,-1.47165,-0.051861502,0.3188975,0.76355,0.35586503,0.22002023,0.91465497,-0.31866375,0.081835,0.9120825,0.19089174,0.11786325,-0.068037495,0.184384,0.283994,0.004029751,-0.18824765,-0.2501325,-0.0733525,-0.2816925,0.1809445,-0.43895125,-0.3166025,-0.35659748,0.2174325,0.22772226,0.11938076,-0.32320702,0.0635325,-0.17811225,-0.14367676,-0.14260125,-0.365866,0.047752492,0.381252,0.09416,-0.16684425,0.14519626,0.36032376,-0.2912675,-0.18102024,-0.3857675,0.195398,0.1504525,-0.4701225"
3,905,905,Left 4 Dead 2,550,really good game love zombie apocalypse game good luck,74,33.55,2026-03-01 23:18:17,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,"0.05037567,0.23995402,0.71005446,-0.59726113,-0.4595958,0.34777147,0.15055688,-0.37395668,-0.21704546,-0.2821461,0.08056778,-0.10583206,0.11913112,-0.10323767,0.20621455,0.115651794,0.1949151,0.53699136,-0.2134822,0.7468019,0.21525289,0.046871223,-0.25788057,-0.21545602,0.431729,0.51988333,-0.20835355,-0.16870779,0.008381441,-0.23280446,-0.4319011,0.5356576,-0.08176889,-0.1558732,0.26810822,0.03541467,-0.50499445,0.2877933,-0.017489944,-0.3612008,0.00048477948,0.19206534,0.07701975,-0.3094722,-0.24667999,-0.20686126,0.008100007,-0.32025257,0.22073857,-0.77484107,-0.24690577,-0.1421681,0.026249668,0.6709733,0.062932454,-2.2671824,0.033818625,0.30761778,0.71415675,0.4884833,-0.32320282,0.81944776,-0.67721856,-0.2161091,0.48087057,0.082363896,0.3579294,0.06718945,-0.17576477,-0.1703701,0.08535599,-0.034728445,0.12911433,-0.06348923,0.07871444,0.41535223,-0.24779612,-0.055848002,-0.20369267,0.16108645,0.139853,0.30523154,-0.5398811,0.20453663,-1.2616456,0.011292226,-0.3043078,-0.25769466,-0.3720112,-0.32143635,-0.11063799,-0.011270206,0.07012178,0.17767668,-0.30296776,-0.4305367,-0.16287221,-0.18222111,0.23988432,0.35433736"
4,1289,1289,War Thunder,236390,love game piss unlike game,65,224.63333333333333,2024-01-15 07:27:11,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,"-0.0522704,0.25895518,0.49881798,-0.545704,-0.26847,0.64943004,0.19640037,-0.156294,-0.3892424,-0.323942,0.1197298,-0.22734198,-0.0935758,0.0042619943,0.10273199,0.179482,0.228808,0.5785967,-0.266976,0.64713204,0.2604432,-0.058877803,-0.1404804,0.1322048,0.645376,0.24358399,-0.21709302,0.008635998,0.072698,-0.05482601,-0.30037,0.51288605,-0.044150792,0.049099606,0.090128586,0.017173003,-0.45957798,0.33181602,-0.21936998,-0.629982,0.17556462,0.02365081,0.06690912,-0.16191,-0.32498798,0.020060796,0.111885406,-0.23519358,0.2217282,-0.564098,-0.25936598,0.1447324,-0.0315224,0.588838,-0.101774,-2.087656,-0.034936618,0.0841732,0.93139,0.529158,-0.41521996,0.661218,-0.364618,-0.19538781,0.48129195,0.40366998,0.3186482,-0.12195281,-0.24231057,0.0015891909,-0.1013266,0.056732602,0.20694342,0.1420822,-0.064482674,0.35528222,-0.328846,-0.0743708,-0.084026,0.23835301,0.088358,0.024204,-0.608144,0.259524,-1.1221359,-0.102468014,-0.457489,-0.07254,-0.1606118,-0.23197503,-0.29031,-0.0946304,-0.0959846,0.11312799,-0.193524,-0.456304,-0.47464204,0.0423342,0.2221596,0.10313799"
5,1273,1273,War Thunder,236390,game good,9,1491.0166666666669,2024-05-04 01:46:20,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,"0.015945002,0.0729665,0.83054495,-0.639095,-0.65422,0.35666,0.536738,-0.287955,-0.71511495,-0.35589498,-0.047042005,-0.48339,-0.0039549917,-0.2860455,0.1917,0.219944,0.137454,0.496283,-0.36716002,0.81509006,0.103038,0.21007898,-0.157949,0.044965,0.738895,0.070714995,-0.32423,-0.08421999,-0.21039,-0.031844996,-0.59705,0.824505,-0.054749995,-0.1407205,0.396365,-0.010554999,-0.88996,0.541645,-0.4287049,-0.53751504,0.3618575,-0.182345,0.31505,-0.372755,-0.31987,-0.137929,0.212378,-0.603385,0.2749895,-1.139635,-0.14137,-0.22112949,-0.105358005,0.91262496,0.215412,-2.95985,0.112975,0.123225,1.46935,0.669415,-0.754035,0.57080495,-0.93236,-0.037218,0.51108503,0.0537705,0.503995,0.1917995,-0.27820998,-0.045755,0.059635006,0.0213485,0.41366,-0.234264,0.32904997,0.44252,-0.46427,-0.051064998,-0.221815,0.301375,0.46723002,0.323525,-0.92569,0.094115,-1.5659499,0.061,-0.2844985,-0.051810503,-0.30763248,-0.27818,-0.2238995,-0.11467999,-0.167704,0.16517,-0.46024,-0.19052501,-0.43837,-0.033759996,0.531825,0.51685405"
6,938,938,Left 4 Dead 2,550,best game play full group stacked workshop mod every month,82,8.916666666666666,2026-03-01 10:05:27,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,"-0.1179935,0.3423978,0.19371004,-0.28350458,-0.0229902,0.333476,0.3068072,0.3252047,-0.43559235,0.1520178,0.3069758,-0.347935,0.100353815,-0.010571992,-0.032206297,0.113019705,0.18626945,0.14652403,-0.2571026,0.1580556,0.20256582,-0.1303717,0.16899762,-0.045409,0.35156003,-0.24742942,-0.0015341074,-0.117102005,-0.0194886,0.074774906,-0.33209798,0.33602,-0.08627681,0.032162,0.22646001,0.1702996,-0.2435567,0.33539075,-0.18257229,-0.35217902,0.098939024,-0.0490715,0.0959215,-0.08119859,0.048275903,-0.11806309,-0.1635154,-0.2133516,0.027224997,-0.5962376,-0.12011222,-0.24693432,-0.015560511,0.83598804,-0.23730168,-2.0112047,-0.23072438,-0.057832647,1.3359411,0.5935527,-0.27126575,0.50050503,-0.45271903,0.059049018,0.46648425,0.046568416,0.20618021,0.31985188,-0.01296819,-0.010677805,0.1983738,-0.049045093,-0.059569884,-0.1754408,-0.053415995,0.185732,-0.3112145,-0.14440246,-0.4922203,-0.019555401,0.307736,0.0159396,-0.26991948,0.103210494,-1.0621982,-0.15743801,-0.035307,-0.11528273,-0.0540514,-0.030087149,-0.09588701,0.122545995,-0.076908804,0.063807994,-0.219793,-0.13635972,-0.17771173,-0.0010432005,0.69032705,0.25528297"
7,1731,1731,Terraria,105600,mod,4,141.06666666666666,2026-03-01 21:45:46,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0,"-0.73071,0.29515,-0.49929,-0.2668,-1.255,0.2329,0.40556,-0.10982,0.30753,1.2754,1.0492,-0.55192,-0.55134,0.5425,0.53011,0.24195,-0.0025656,0.13998,-0.22217,0.84479,0.35144,-0.23223,-0.11566,-0.40002,-0.40088,0.77331,1.1375,-0.14537,-0.58381,0.27361,-0.14992,0.2951,-1.0297,0.16916,0.53763,0.63279,-0.19161,0.2606,0.013992,-0.51741,0.78298,-0.079833,-0.060557,0.47016,0.49831,-0.61187,-0.19897,0.46567,0.36339,0.048301,0.43633,-0.46298,-0.041908,0.25888,-0.82023,-0.26527,-0.62995,0.40394,0.31439,0.88535,0.17711,-0.35175,-0.79366,0.45338,0.72043,0.19304,-0.6308,-0.020535,0.014508,0.16656,0.66403,0.0035811,-0.030036,-0.22681,0.19739,-0.53282,-0.097669,0.34343,-0.52414,-0.48676,-0.32349,-0.37613,1.0007,0.34363,0.22874,0.10919,-0.17461,0.0090027,-0.23485,0.66458,-0.10254,0.64811,-0.55416,0.10655,0.50944,-1.1157,-0.1449,-0.085801,-0.14171,0.0085436"
8,65,65,Counter-Strike: Global Offensive,730,good game,14,938.3666666666668,2026-03-01 23:08:40,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",,"0.015945002,0.0729665,0.83054495,-0.639095,-0.65422,0.35666,0.536738,-0.287955,-0.71511495,-0.35589498,-0.047042005,-0.48339,-0.0039549917,-0.2860455,0.1917,0.219944,0.137454,0.496283,-0.36716002,0.81509006,0.103038,0.21007898,-0.157949,0.044965,0.738895,0.070714995,-0.32423,-0.08421999,-0.21039,-0.031844996,-0.59705,0.824505,-0.054749995,-0.1407205,0.396365,-0.010554999,-0.88996,0.541645,-0.4287049,-0.53751504,0.3618575,-0.182345,0.31505,-0.372755,-0.31987,-0.137929,0.212378,-0.603385,0.2749895,-1.139635,-0.14137,-0.22112949,-0.105358005,0.91262496,0.215412,-2.95985,0.112975,0.123225,1.46935,0.669415,-0.754035,0.57080495,-0.93236,-0.037218,0.51108503,0.0537705,0.503995,0.1917995,-0.27820998,-0.045755,0.059635006,0.0213485,0.41366,-0.234264,0.32904997,0.44252,-0.46427,-0.051064998,-0.221815,0.301375,0.46723002,0.323525,-0.92569,0.094115,-1.5659499,0.061,-0.2844985,-0.051810503,-0.30763248,-0.27818,-0.2238995,-0.11467999,-0.167704,0.16517,-0.46024,-0.19052501,-0.43837,-0.033759996,0.531825,0.51685405"
9,1323,1323,Monster Hunter Wilds,2246340,box kiss,12,30.15,2026-03-01 13:55:36,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0,"-0.051635005,0.104404,0.3991105,-0.28776,0.258135,0.700095,-0.080439,-0.010365009,0.0997545,-0.49122,0.42839003,-0.154806,0.0055899993,0.733325,0.3508865,0.394395,0.42277503,0.259845,0.28429848,0.23438999,0.18050501,0.04559999,-0.506015,-0.21197,0.779815,0.51867497,0.119004995,0.24413,0.575695,-0.491395,0.32901502,0.58736503,0.80114,0.65883994,0.27896,0.078360006,-0.03175001,0.13587001,0.263525,-0.494145,0.326995,-0.26056498,-0.35275,-0.285485,0.01978001,-0.23687,-0.617545,-0.21773,-0.178505,-0.43211,-0.053525,0.13305,0.084939994,0.74337,-0.10606849,-1.94665,-0.59858,0.674105,0.90972,-0.108095005,0.36449,0.863395,-0.299408,0.124524996,7.9996884e-05,-0.220731,0.429385,0.31865,-0.36423,-0.49319,-0.167715,0.12929499,0.375175,-0.10724,-0.146715,0.26764,-0.025185004,0.01625,-0.117791,0.30290526,-0.193719,0.051977,0.35157996,0.02798,-0.73731,-0.3567785,0.343864,-0.17818502,-0.40569,0.47613502,-0.18291,0.35560852,0.15132,0.20555499,-0.088175,-0.40241498,-0.18349999,0.27799448,0.572635,-0.10124001"
