Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price,embedding
0,1860,1860,Path of Exile 2,2694490,,1,10.6,2026-02-26 23:50:27,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0,"-0.040383,-0.2132,0.055937,-0.070654,0.4657,0.14988,0.35069,0.38861,1.0382,0.31142,0.43467,1.0776,0.20412,0.11486,-0.15259,-1.2375,0.63977,-0.40243,-0.32668,-0.16361,0.4715,0.097336,-0.3228,0.82284,-0.05374,0.72566,0.077025,0.19049,-1.011,0.063992,-0.42976,0.492,0.3961,-0.22394,-0.32937,-0.68569,-0.038767,1.2796,-0.51853,-0.14503,-0.46248,-0.021891,-0.57194,0.066688,0.36953,0.7507,-0.94705,-0.29925,0.41504,-0.50964,-0.61258,0.20794,0.51331,0.20323,-0.25576,-0.016653,0.36026,0.29747,-0.25774,-0.0073715,-0.6191,-0.16447,-0.28221,0.16458,-0.13794,-0.36302,0.32537,1.4793,0.16161,0.018392,-0.29274,0.56243,0.3591,-0.26062,0.24564,-0.39409,-0.61024,-0.23352,-0.40417,-0.46959,0.45789,-0.074916,0.12149,-0.79923,0.27619,0.19909,-1.3364,0.47668,0.9909,-0.057745,0.91582,0.46617,0.10032,0.25265,-0.36012,-0.42818,-0.3804,-1.3927,-0.015867,0.11311"
1,353,353,Palworld,1623730,incredibly fun and great replayability i think that s how you spell that word,79,92.01666666666668,2026-02-28 14:33:41,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0,"-0.14382543,0.34476894,0.484638,-0.29910246,-0.44196352,0.13573913,-0.18439318,0.019755933,-0.076521344,-0.123794004,0.1160988,0.022455567,0.159814,-0.061213426,0.06125221,-0.14064462,0.01961675,0.1939418,-0.4035314,0.5166171,0.14141092,0.08885949,-0.08704442,-0.3109353,0.19232056,0.282548,-0.24314956,-0.31381366,0.028108146,-0.30423447,-0.14336208,0.6112155,-0.014139707,-0.025014384,0.04719964,0.18321626,-0.0917925,0.17389421,0.09675915,-0.3196657,-0.21545856,-0.088365234,0.14796329,-0.43234354,-0.36123943,-0.0010940711,0.27405626,-0.24585937,0.10195883,-0.77843565,0.049576174,-0.007860094,0.25154608,0.8129476,-0.16402872,-2.1261709,0.13641457,0.10098857,1.0910492,0.43186674,-0.15814193,0.73718435,-0.47814766,-0.11586998,0.7384399,0.11543508,0.61051047,0.19612278,0.015614363,-0.23435877,0.18860658,-0.1614333,0.09058016,-0.2934354,0.18728876,0.15592328,-0.017005071,-0.03962129,-0.56038505,-0.0030442837,0.37039214,-0.11735421,-0.54516643,-0.022615705,-1.4181001,-0.21887551,-0.16911507,-0.31477258,-0.28976655,-0.4174926,-0.095606424,-0.008273757,-0.013764002,-0.004295743,-0.28246942,-0.15226443,-0.32085386,-0.39584142,0.17293756,0.48369718"
2,1333,1333,Monster Hunter Wilds,2246340,i monster my hunter till i wild,32,113.88333333333334,2026-03-01 10:51:44,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0,"-0.07185843,0.15918101,0.545474,-0.42275432,-0.5016424,0.2824463,0.18229501,0.20228587,-0.177085,-0.40738145,0.16138767,0.2969496,0.19931872,0.03192685,0.21669558,0.06126288,0.09310855,0.481508,-0.579813,0.51509005,0.18106484,0.415108,-0.04023614,-0.21475221,0.39373916,0.7092315,-0.3829343,-0.48476884,0.3344557,-0.08095337,-0.18441714,0.4257476,0.42207304,-0.009407143,0.06941428,0.20391814,-0.5123714,0.22499254,0.50989,-0.42567077,-0.22430427,-0.10810685,0.100006446,-0.3532598,-0.121412836,-0.124837145,-0.03761,-0.36845917,0.161763,-0.8291515,-0.15976188,-0.13346657,0.22130658,0.7326029,-0.2411177,-1.9970284,0.15571485,0.4529357,1.1157142,0.4980363,0.270983,1.1656028,-0.5920836,0.048470385,0.9253985,0.18022728,0.44293758,0.22209999,-0.04596058,0.09421657,0.20374414,-0.11825294,0.14258,-0.33620286,-0.09709142,0.34298542,-0.30345616,-0.21947971,-0.4610014,0.053329,0.30074555,0.010396146,-0.4369326,0.06595857,-0.9220213,-0.20908101,-0.23421071,-0.52154917,-0.3140071,0.0074974215,-0.10193144,-0.1676153,0.34761783,0.35794646,-0.44295,-0.13096872,-0.32969856,-0.045592565,0.12163801,0.10580145"
3,905,905,Left 4 Dead 2,550,this is a really good game if you love zombie apocolypse game good luck,74,33.55,2026-03-01 23:18:17,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,"-0.1611453,0.29940632,0.6898808,-0.5242308,-0.37095845,0.3839741,0.045653917,-0.047027674,-0.11727646,-0.20431314,0.018507691,-0.05542812,0.18028776,-0.06522631,0.1423296,0.009416541,0.14548022,0.39002085,-0.24972907,0.68378425,0.20062399,0.05918984,-0.14925876,-0.16901317,0.45060235,0.3627992,-0.21667685,-0.41539225,0.00059376773,-0.2601097,-0.40985155,0.77392143,0.05620677,-0.10038276,0.26335332,0.16452247,-0.40616256,0.30513075,0.09058504,-0.40548465,-0.05656523,0.011649947,0.2318529,-0.40959695,-0.23117146,-0.091180176,0.17792729,-0.36202368,0.038203843,-0.9243631,-0.120697655,-0.24095859,0.13881846,0.8733631,-0.09331446,-2.6901922,0.078191504,0.15339378,1.2943275,0.47534227,-0.27531594,0.79383075,-0.62107366,-0.12324728,0.72612274,0.12427024,0.5617904,0.2390758,-0.0866456,-0.18966924,-0.006630228,-0.15344046,0.07249523,-0.1256917,0.25200742,0.2678286,-0.21840693,-0.15002537,-0.49459663,0.16799423,0.32678285,0.12647623,-0.6821953,0.050163772,-1.3965275,-0.08952014,-0.099035546,-0.21985708,-0.26614138,-0.43598205,-0.15352362,-0.08124612,-0.06040569,0.09971169,-0.30512124,-0.21270363,-0.13730682,-0.31367844,0.354886,0.42380354"
4,1289,1289,War Thunder,236390,love the game but it piss me the off unlike any other game,65,224.63333333333333,2024-01-15 07:27:11,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,"-0.10909454,0.15097815,0.5629831,-0.4994669,-0.19216761,0.3610365,-0.071108,0.044518154,-0.1238316,-0.16735816,0.22880414,-0.004325665,0.08737922,-0.015674002,0.13279885,-0.09290572,0.03370154,0.3052831,-0.30492318,0.40417677,0.30952895,-0.07174016,0.09771062,0.012468001,0.4535073,0.10664722,-0.25992653,-0.3663173,0.046505924,-0.16891538,-0.1654777,0.47679076,-0.020273378,0.1223207,-0.025600232,0.20667084,-0.22268464,0.22425017,-0.17177461,-0.35756376,-0.3309759,-0.15233678,0.18673688,-0.29209998,-0.15846668,0.09903269,0.24911976,-0.27337295,-0.07299608,-0.65517616,-0.088936925,0.17668349,0.06846331,0.8967961,-0.3112316,-2.5052214,-0.024598705,-0.07437362,1.6226732,0.62563294,-0.2496657,0.8728638,-0.26936936,0.1477393,0.70850754,0.059949987,0.48021778,0.19855261,-0.03999153,-0.08535748,-0.14977723,-0.17916206,0.055179093,-0.2837953,0.20954913,0.1979386,-0.30158642,-0.1676257,-0.64359623,0.1715624,0.4496923,-0.002340774,-0.55585074,0.2558169,-1.3859291,-0.19288161,-0.1591238,-0.016400853,-0.104860015,-0.30050457,-0.23347023,-0.16966738,-0.15864871,0.15004884,-0.4632877,-0.2626837,-0.42431992,-0.05544039,0.4178408,0.23485653"
5,1273,1273,War Thunder,236390,game good,9,1491.0166666666669,2024-05-04 01:46:20,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",,"0.015945002,0.0729665,0.83054495,-0.639095,-0.65422,0.35666,0.536738,-0.287955,-0.71511495,-0.35589498,-0.047042005,-0.48339,-0.0039549917,-0.2860455,0.1917,0.219944,0.137454,0.496283,-0.36716002,0.81509006,0.103038,0.21007898,-0.157949,0.044965,0.738895,0.070714995,-0.32423,-0.08421999,-0.21039,-0.031844996,-0.59705,0.824505,-0.054749995,-0.1407205,0.396365,-0.010554999,-0.88996,0.541645,-0.4287049,-0.53751504,0.3618575,-0.182345,0.31505,-0.372755,-0.31987,-0.137929,0.212378,-0.603385,0.2749895,-1.139635,-0.14137,-0.22112949,-0.105358005,0.91262496,0.215412,-2.95985,0.112975,0.123225,1.46935,0.669415,-0.754035,0.57080495,-0.93236,-0.037218,0.51108503,0.0537705,0.503995,0.1917995,-0.27820998,-0.045755,0.059635006,0.0213485,0.41366,-0.234264,0.32904997,0.44252,-0.46427,-0.051064998,-0.221815,0.301375,0.46723002,0.323525,-0.92569,0.094115,-1.5659499,0.061,-0.2844985,-0.051810503,-0.30763248,-0.27818,-0.2238995,-0.11467999,-0.167704,0.16517,-0.46024,-0.19052501,-0.43837,-0.033759996,0.531825,0.51685405"
6,938,938,Left 4 Dead 2,550,best game to play with a full group and stacked workshop mod once every month,82,8.916666666666666,2026-03-01 10:05:27,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0,"-0.1591272,0.2907992,0.19991073,-0.25950733,0.066786066,0.34253466,0.1717836,0.29593495,-0.36478287,0.1734852,0.16986988,-0.2634854,0.15987794,0.035914086,0.059471913,-0.03789486,0.28649563,0.03430487,-0.35788763,0.1393223,0.23893614,-0.15444867,0.25396508,0.022275276,0.391553,-0.21037497,-0.11075587,-0.26141533,0.03544127,-0.0181394,-0.28872395,0.45983133,-0.100748144,0.061796736,0.14857814,0.2783064,-0.09440047,0.28909576,-0.11720073,-0.2422408,-0.03988867,-0.17597626,0.13263093,-0.19268176,0.052661203,-0.024489993,-0.032323606,-0.22380334,0.030306665,-0.6441984,-0.1682448,-0.17372888,0.05961313,1.0182667,-0.19978015,-2.3202565,-0.18608694,-0.14356308,1.4332339,0.59351104,-0.22513072,0.5778314,-0.37838295,0.09388549,0.5362571,0.005802413,0.3659014,0.39294958,0.0911042,-0.048729874,0.06407587,-0.13228172,-0.08423253,-0.28618306,0.010102598,0.13753706,-0.32652766,-0.1309543,-0.63041687,-0.009563199,0.511092,0.0799924,-0.3140976,0.16893059,-1.1390321,-0.16982181,0.086188585,-0.05970228,-0.102241926,-0.17181744,-0.05020894,0.0035194615,-0.16787186,0.056420796,-0.34404704,-0.1372218,-0.2247928,-0.120354794,0.66922534,0.21881104"
7,1731,1731,Terraria,105600,mod,4,141.06666666666666,2026-03-01 21:45:46,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0,"-0.73071,0.29515,-0.49929,-0.2668,-1.255,0.2329,0.40556,-0.10982,0.30753,1.2754,1.0492,-0.55192,-0.55134,0.5425,0.53011,0.24195,-0.0025656,0.13998,-0.22217,0.84479,0.35144,-0.23223,-0.11566,-0.40002,-0.40088,0.77331,1.1375,-0.14537,-0.58381,0.27361,-0.14992,0.2951,-1.0297,0.16916,0.53763,0.63279,-0.19161,0.2606,0.013992,-0.51741,0.78298,-0.079833,-0.060557,0.47016,0.49831,-0.61187,-0.19897,0.46567,0.36339,0.048301,0.43633,-0.46298,-0.041908,0.25888,-0.82023,-0.26527,-0.62995,0.40394,0.31439,0.88535,0.17711,-0.35175,-0.79366,0.45338,0.72043,0.19304,-0.6308,-0.020535,0.014508,0.16656,0.66403,0.0035811,-0.030036,-0.22681,0.19739,-0.53282,-0.097669,0.34343,-0.52414,-0.48676,-0.32349,-0.37613,1.0007,0.34363,0.22874,0.10919,-0.17461,0.0090027,-0.23485,0.66458,-0.10254,0.64811,-0.55416,0.10655,0.50944,-1.1157,-0.1449,-0.085801,-0.14171,0.0085436"
8,65,65,Counter-Strike: Global Offensive,730,wery good gsme,14,938.3666666666668,2026-03-01 23:08:40,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",,"-0.18220949,-0.008764997,0.026294991,-0.21258101,-0.29145998,-0.0945485,0.16118799,-0.27851498,-0.11781499,-0.320715,-0.026381504,-0.019194998,0.342035,-0.1805505,0.061804,-0.157251,-0.32768598,0.121288,0.10323499,0.54765004,-0.041202,0.39699,-0.12555505,-0.28998,-0.086229995,0.32645,-0.2531185,-0.2342725,-0.1293115,0.033885002,-0.068435,0.24243,0.132605,-0.27978,0.41539502,0.1867795,-0.413545,0.1998175,0.0084066,-0.034559995,0.3849375,0.155375,0.239848,-0.19895,-0.16984099,-0.280455,0.246478,-0.19396001,-0.0404685,-0.563645,0.11280001,-0.27297,-0.17835,0.279715,0.14720699,-1.0667651,0.11889,0.44288,0.53173,-0.34182,0.0019650012,0.371263,-0.73173,-0.268912,0.36948252,-0.1347795,0.3371465,0.26158,0.059125006,-0.30594298,0.233105,0.082191,0.23584798,-0.20087,0.32450497,0.1871135,-0.095617995,-0.106863,0.23705499,-0.0015550032,0.16803001,0.17772001,-0.26268297,-0.110190004,-0.65354496,0.044813,0.0419015,0.018475,-0.49716,-0.32412502,0.0714655,-0.31033,0.171531,-0.070884995,-0.28192,0.0808349,-0.258345,-0.15020499,-0.18481499,0.768005"
9,1323,1323,Monster Hunter Wilds,2246340,bos kiss,12,30.15,2026-03-01 13:55:36,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0,"-0.164195,-0.080910996,-0.106069505,-0.6617,0.18788499,0.312819,-0.235991,0.14563099,0.164025,-0.43245998,0.154605,0.34536898,-0.214015,0.81018996,0.22604498,0.271015,-0.099580005,0.2643,-0.1696365,0.16894001,0.25020498,0.07112,-1.084435,0.6213,1.0265,0.19808498,-0.1103455,0.40939,0.74839497,-0.25536498,-0.35711,0.347905,0.35768002,0.4714,0.14616999,-0.7486,0.418365,-0.15276,0.10029999,-0.081425995,0.048299998,-0.08493,-0.479395,-0.37215498,-0.51240003,0.13392499,-0.26797998,-0.23158999,-0.080845,-0.08777499,0.0038650036,-0.114705,-0.04504001,0.399199,-0.59477,-0.48298502,-0.12782,1.1153901,0.203125,-0.136845,0.97095,0.52992857,-0.50104,-0.187718,0.5727,0.324219,0.37543,0.39976,-0.020349994,-0.33333,-0.53653,-0.624405,-0.44589,-0.0218075,-0.133,-0.28961,-0.568955,-0.09941751,-0.279926,-0.18519975,-0.348,-0.525287,0.73258,0.092324995,-0.094915,-0.062453497,-0.126691,-0.195355,-0.12612,-0.021485,-0.24947,-0.123706505,0.63101,0.384665,-0.045845002,-0.320785,-0.303945,0.111674994,0.481505,-0.094689995"
